11,"                    New foreign light trucks",99.850,100.159,99.831,99.857,100.035,99.882,100.313,100.322,100.529,100.976,101.044,101.617,101.351,101.441,101.556,102.160,103.682,105.537,107.077,108.333,109.733,111.229,112.367,113.437,114.628,114.742,114.868,115.296,115.958,116.695,117.235,118.262,119.029,119.775,120.375,121.091,121.385,121.585,121.983,121.750,121.643,121.683,121.553,121.965,122.329
12,"            Net purchases of used motor vehicles (56)",100.478,100.503,101.095,100.427,100.864,98.237,100.079,105.974,111.941,113.414,112.347,111.619,110.667,109.477,109.744,119.734,128.730,140.637,140.556,139.056,138.432,142.573,147.126,152.935,155.407,154.673,149.142,148.176,151.033,151.906,150.778,150.544,148.897,146.364,143.448,140.544,137.741,133.882,132.726,138.690,144.885,144.239,142.313,140.546,136.971
13,"                Used autos",100.103,100.096,100.882,100.972,101.520,98.258,100.018,105.884,111.903,113.279,112.117,111.430,110.440,109.054,109.200,119.134,128.080,140.030,140.019,138.690,138.161,142.360,146.969,152.917,155.524,154.682,148.870,147.913,150.897,151.843,150.909,150.640,148.872,146.278,143.321,140.325,137.377,133.467,132.408,138.587,145.020,144.403,142.458,140.616,136.961
14,"                    Net transactions in used autos",100.398,100.404,100.921,100.015,100.470,98.144,100.116,106.067,111.996,113.399,112.315,111.577,110.691,109.756,110.397,120.974,130.310,142.215,141.584,139.737,139.030,143.350,147.962,153.672,155.871,154.992,149.432,148.413,151.180,151.973,150.722,150.447,148.793,146.247,143.337,140.478,137.759,133.941,132.768,138.671,144.797,144.145,142.215,140.464,136.911
15,"                    Used auto margin",100.423,100.429,100.947,100.041,100.495,98.168,100.141,106.094,112.024,113.427,112.344,111.605,110.719,109.783,110.425,121.005,130.343,142.251,141.619,139.772,139.065,143.386,147.999,153.710,155.910,155.031,149.469,148.451,151.218,152.011,150.760,150.485,148.831,146.284,143.373,140.514,137.793,133.975,132.801,138.706,144.834,144.181,142.251,140.499,136.945
16,"                    Employee reimbursement",109.815,108.442,99.206,80.417,76.728,90.985,95.086,101.451,105.520,110.661,113.778,112.822,114.640,122.405,130.137,145.365,158.874,168.918,164.958,155.429,151.030,153.708,156.034,154.887,150.062,153.350,160.593,159.463,156.396,154.193,145.005,146.273,149.269,148.574,147.114,148.316,152.806,152.063,146.330,141.608,136.974,135.010,134.618,136.352,136.412
17,"                Used light trucks",100.618,100.653,101.171,100.235,100.636,98.227,100.095,105.999,111.949,113.455,112.422,111.681,110.742,109.614,109.918,119.927,128.939,140.833,140.731,139.178,138.526,142.648,147.184,152.951,155.381,154.679,149.238,148.268,151.085,151.935,150.746,150.524,148.913,146.399,143.495,140.618,137.858,134.014,132.829,138.728,144.852,144.197,142.278,140.532,136.980
18,"                    Net transactions in used trucks",100.426,100.432,100.950,100.043,100.498,98.171,100.144,106.097,112.028,113.431,112.347,111.608,110.722,109.787,110.428,121.008,130.347,142.255,141.623,139.776,139.069,143.391,148.004,153.715,155.914,155.035,149.474,148.455,151.223,152.016,150.764,150.489,148.835,146.288,143.377,140.518,137.797,133.979,132.805,138.710,144.838,144.185,142.255,140.503,136.949
19,"                    Used truck margin",100.422,100.428,100.945,100.039,100.494,98.167,100.139,106.092,112.023,113.426,112.342,111.604,110.717,109.782,110.423,121.003,130.341,142.249,141.617,139.770,139.063,143.385,147.998,153.708,155.908,155.029,149.467,148.449,151.216,152.009,150.758,150.483,148.829,146.282,143.371,140.512,137.791,133.973,132.800,138.704,144.832,144.179,142.249,140.497,136.943
20,"            Motor vehicle parts and accessories (58)",104.986,104.889,104.914,104.426,105.648,105.431,105.117,104.724,105.656,104.510,104.341,104.574,105.136,104.726,105.782,106.476,107.108,107.308,108.127,109.457,110.457,111.949,113.466,115.416,116.313,118.304,118.155,119.221,121.564,121.429,121.807,123.039,124.499,124.722,126.126,125.491,126.488,125.349,126.160,127.109,126.496,126.298,125.058,125.294,124.264
21,"                Tires",101.056,101.299,101.127,100.493,101.156,100.043,100.789,101.335,100.870,101.170,100.730,101.473,102.460,102.657,101.665,103.220,104.313,105.283,106.102,108.291,109.193,110.506,111.957,114.069,116.772,118.494,118.341,119.425,120.724,121.536,121.714,123.130,123.325,123.196,123.453,124.013,124.000,123.544,123.455,123.941,124.724,125.010,125.089,125.213,122.583
22,"                Accessories and parts",107.948,107.575,107.714,107.277,108.906,109.387,108.339,107.285,109.276,107.046,107.058,106.908,107.147,106.296,108.863,108.940,109.253,108.910,109.728,110.442,111.510,113.126,114.690,116.527,116.144,118.325,118.180,119.235,122.331,121.500,122.015,123.110,125.501,125.996,128.270,126.726,128.485,126.836,128.316,129.615,127.963,127.409,125.211,125.529,125.654
23,"        Furnishings and durable household equipment",99.231,99.827,99.465,99.376,99.591,99.976,100.021,102.158,102.087,102.001,102.667,101.998,102.022,102.332,103.075,103.768,105.004,105.533,105.407,106.789,108.063,108.482,109.557,110.639,112.726,113.614,115.186,116.020,115.387,115.755,116.143,116.979,117.152,116.399,115.806,116.046,116.727,116.887,116.783,115.577,114.848,114.472,114.194,114.466,114.032
24,"            Furniture and furnishings (parts of 31 and 32)",99.026,99.614,98.973,98.576,98.807,99.012,98.376,100.097,100.234,99.768,100.115,99.851,99.927,99.980,100.713,102.010,103.668,104.047,103.573,105.436,106.781,107.639,108.629,109.989,112.437,113.171,114.476,115.914,114.898,115.374,116.445,117.750,117.751,116.677,115.710,115.292,116.534,116.549,116.850,116.467,115.795,115.401,115.080,115.233,114.364
25,"                Furniture",102.246,103.147,101.963,100.009,101.186,101.909,101.103,102.747,103.570,103.163,103.992,104.233,103.753,103.717,105.556,107.818,109.871,110.627,110.012,112.504,115.153,115.555,116.234,118.587,121.383,121.481,122.196,124.025,123.785,125.162,126.299,126.925,126.752,125.173,124.144,124.106,124.050,124.253,124.702,124.065,123.149,123.232,122.788,121.359,119.923
26,"                Clocks, lamps, lighting fixtures, and other household decorative items",89.006,88.505,87.937,90.665,90.423,89.988,90.103,91.595,90.986,89.696,90.656,90.090,92.067,92.650,92.207,92.792,92.601,91.796,90.844,90.861,91.649,93.269,94.505,95.371,97.906,101.534,103.446,102.359,98.544,99.075,98.752,99.019,100.835,101.229,99.973,97.407,98.916,100.206,100.350,101.361,100.238,98.853,99.614,100.380,100.862
27,"                Carpets and other floor coverings",103.475,103.712,103.298,103.008,102.221,101.864,102.296,103.467,102.663,102.837,102.384,101.031,101.536,102.492,101.720,101.546,104.253,107.270,108.286,105.380,106.379,106.898,110.187,107.937,108.846,114.050,112.196,113.123,115.594,116.704,116.856,121.026,122.290,120.624,121.387,121.379,123.187,123.583,124.528,124.312,124.490,123.781,122.552,121.319,121.767
28,"                Window coverings",98.009,99.396,100.801,101.642,99.157,98.427,96.600,99.873,98.927,99.285,96.772,95.654,94.669,93.549,92.578,92.127,94.576,93.251,93.048,99.747,96.368,98.097,98.003,98.800,100.625,95.111,100.226,104.932,102.850,98.833,102.780,106.610,102.940,101.748,100.307,101.962,107.902,104.352,103.816,101.827,102.386,102.073,100.960,107.795,105.973
29,"            Household appliances (part of 33)",102.436,105.020,104.865,106.226,106.755,107.792,109.896,115.398,114.417,117.205,119.840,117.419,116.919,117.334,118.404,117.699,118.659,120.480,121.526,123.314,124.933,124.635,126.217,126.804,128.231,129.356,131.740,130.860,129.348,129.171,127.363,126.310,125.516,125.334,125.742,126.530,124.628,123.616,123.582,119.738,118.908,117.669,117.059,117.858,117.507
30,"                Major household appliances",102.268,105.273,105.073,106.424,107.006,107.907,110.348,116.658,115.692,119.037,122.019,119.182,118.710,118.750,119.997,119.250,120.268,122.435,123.719,125.522,127.014,126.630,128.791,129.398,130.611,131.789,134.454,133.452,131.716,131.351,129.398,128.293,127.126,127.101,127.595,128.640,125.547,123.966,123.804,119.565,118.600,117.297,116.565,117.581,117.299
31,"                Small electric household appliances",103.619,102.895,102.762,103.747,103.747,105.927,106.044,106.195,105.257,104.331,104.728,104.958,104.333,107.345,107.428,107.311,108.058,107.678,107.129,108.795,111.229,111.554,109.520,109.883,112.400,113.035,113.552,113.384,113.228,114.188,113.271,112.541,114.056,112.888,112.736,111.967,117.348,120.009,120.814,119.669,119.790,119.015,119.171,118.464,117.637
32,"            Glassware, tableware, and household utensils (34)",93.305,91.509,91.501,90.105,89.938,90.354,90.185,91.609,91.407,89.305,89.715,88.256,89.846,90.925,91.022,91.635,91.707,91.149,90.743,89.347,90.979,90.316,90.469,91.195,92.974,94.287,96.467,96.292,96.840,97.504,97.574,98.054,98.782,96.558,94.703,95.721,97.814,98.852,96.511,94.620,93.766,94.869,95.105,94.441,95.120
33,"                Dishes and flatware",93.027,91.609,92.500,90.481,89.988,91.103,89.628,92.202,90.437,86.744,88.450,85.879,88.431,89.707,90.623,89.626,89.074,90.754,88.624,84.559,87.034,85.577,84.974,86.080,89.535,91.383,94.207,93.928,94.521,94.829,95.069,96.144,99.326,95.608,92.159,92.817,95.843,97.631,95.542,93.444,91.981,93.321,94.186,93.094,93.736
34,"                Nonelectric cookware and tableware",93.733,91.538,90.603,89.823,89.983,89.687,90.873,91.118,92.532,92.128,91.135,90.861,91.406,92.266,91.497,93.806,94.551,91.613,93.042,94.622,95.278,95.494,96.515,96.807,96.710,97.440,98.909,98.817,99.301,100.351,100.248,100.096,98.263,97.582,97.429,98.838,99.912,100.147,97.539,95.866,95.662,96.510,96.079,95.865,96.582
35,"            Tools and equipment for house and garden (35)",101.052,101.349,101.645,102.200,102.339,102.560,103.117,103.443,103.729,103.908,103.931,104.434,103.258,103.919,104.953,104.663,105.438,106.137,106.491,108.029,108.093,108.528,110.350,111.098,112.609,113.404,114.467,115.743,116.772,117.007,117.414,118.943,120.602,122.268,123.621,125.433,125.212,126.767,127.237,126.647,125.966,125.136,124.949,126.184,126.464
36,"                Tools, hardware, and supplies",100.830,101.165,101.472,101.953,102.026,102.059,102.743,103.151,103.500,103.797,103.710,104.175,103.210,103.939,105.160,104.738,105.343,106.103,106.468,108.416,108.353,107.842,109.984,110.707,112.143,113.039,114.169,115.614,116.672,116.913,117.230,118.816,120.624,122.580,124.112,125.986,125.341,126.243,126.733,125.944,125.349,124.226,124.304,125.395,125.727
37,"                Outdoor equipment and supplies",102.025,102.059,102.240,103.143,103.609,104.846,104.734,104.645,104.628,104.220,104.850,105.553,103.242,103.590,103.772,104.342,106.123,106.554,106.823,106.276,107.004,112.402,112.580,113.504,115.464,115.770,116.524,116.961,117.876,118.114,119.028,120.308,121.253,121.502,121.983,123.485,125.365,130.284,130.639,131.059,129.905,130.607,129.021,131.023,131.031
38,"        Recreational goods and vehicles",89.827,90.319,89.837,88.482,88.274,88.014,89.121,89.121,87.121,87.292,88.159,89.235,89.086,89.330,89.178,89.733,90.414,89.868,90.044,90.988,89.901,91.117,90.575,90.178,91.007,91.188,90.570,90.188,90.237,91.070,90.086,90.680,91.121,90.821,89.558,88.825,89.384,89.763,89.507,88.844,88.623,87.946,86.863,86.171,87.205
39,"            Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)",82.832,83.263,83.083,81.446,81.283,80.269,81.525,81.133,78.052,78.225,79.364,80.359,79.782,79.648,80.019,80.263,80.830,80.159,80.293,80.788,79.299,80.567,79.638,79.451,79.545,79.390,78.835,77.810,78.104,79.311,78.118,78.567,79.476,78.619,76.901,76.032,76.430,76.903,76.717,75.735,75.810,75.057,73.505,72.538,73.858
40,"                Video and audio equipment",76.883,76.610,77.013,76.764,76.068,75.779,76.186,76.586,76.830,76.671,75.761,75.999,75.571,75.759,75.785,76.341,76.416,76.677,77.184,77.753,76.853,77.049,76.714,75.671,75.146,74.805,73.588,73.393,73.384,73.517,73.089,72.266,72.547,73.002,71.762,71.305,71.961,71.430,70.962,71.626,71.745,71.216,70.434,69.233,69.788
41,"                    Televisions",60.163,59.314,59.186,58.889,58.464,57.657,57.189,56.934,56.807,56.849,57.487,58.081,58.421,58.974,58.846,60.418,61.226,62.160,62.883,64.455,63.860,62.670,61.990,60.716,59.908,59.144,57.997,56.849,55.490,54.300,53.663,52.133,52.388,52.261,51.453,51.963,51.963,50.391,49.881,50.051,49.159,48.904,48.224,46.907,46.992
42,"                    Other video equipment",96.614,96.503,96.714,96.795,97.338,96.805,97.258,98.194,98.295,99.160,97.761,99.231,101.234,99.160,99.100,99.613,99.241,99.009,98.436,98.667,99.170,97.801,99.915,98.043,96.282,96.503,95.637,94.943,94.973,94.711,93.957,94.228,94.148,92.034,90.484,89.689,90.283,89.286,92.336,93.514,91.148,91.783,93.353,89.639,89.307
43,"                    Audio equipment",84.264,85.220,86.352,85.693,85.006,84.539,85.636,86.336,86.557,87.465,86.087,85.799,82.952,81.494,82.409,82.987,81.507,80.800,81.280,80.557,79.153,81.046,81.775,81.494,81.945,81.842,79.965,80.800,80.902,83.458,82.293,81.206,81.433,83.822,82.955,80.979,83.208,84.196,83.873,84.756,85.239,83.221,80.627,79.562,80.422
44,"                    Recording media",89.046,88.170,88.974,89.489,87.541,89.178,90.780,92.238,93.790,90.459,85.909,85.194,85.321,88.735,87.633,84.878,85.950,86.305,86.832,87.028,85.462,87.434,84.680,83.626,83.088,83.374,83.193,84.382,88.716,88.994,91.219,93.176,93.782,94.051,90.998,90.331,90.243,91.214,88.537,90.039,95.017,95.768,97.095,98.501,100.952
45,"                        Audio discs, tapes, vinyl, and permanent digital downloads",90.150,89.570,90.323,89.025,87.957,89.333,89.440,91.402,92.949,92.029,91.590,90.498,89.139,89.157,88.901,89.786,90.003,90.984,90.164,90.080,90.386,90.538,89.894,90.288,90.426,89.422,89.253,89.812,89.183,89.441,89.966,89.516,89.339,91.131,91.497,91.552,91.736,91.357,92.155,92.781,93.327,94.001,93.808,95.192,95.508
46,"                        Video discs, tapes, and permanent digital downloads",89.221,88.232,89.032,89.855,87.790,89.450,91.331,92.694,94.291,90.439,84.938,84.338,84.806,88.995,87.685,84.075,85.332,85.540,86.403,86.693,84.743,87.148,83.943,82.567,81.878,82.449,82.304,83.678,89.105,89.387,91.949,94.436,95.241,95.201,91.384,90.571,90.394,91.684,88.050,89.879,96.035,96.838,98.479,99.853,102.741
47,"                Photographic equipment",98.444,104.109,104.144,104.341,102.342,102.237,102.608,102.211,101.041,101.093,102.263,104.131,104.711,105.593,105.065,105.536,107.025,108.273,107.566,107.570,107.880,108.783,107.884,107.946,108.343,108.513,108.845,108.024,110.176,110.158,113.920,113.532,114.034,112.131,110.237,113.571,112.336,113.506,114.418,114.409,114.558,115.705,111.620,108.509,112.018
48,"                Information processing equipment",85.105,85.724,85.302,83.175,83.172,81.919,83.461,82.810,78.660,78.935,80.714,81.943,81.310,81.064,81.564,81.704,82.427,81.423,81.448,81.929,80.224,81.846,80.726,80.802,81.087,80.989,80.632,79.332,79.704,81.279,79.777,80.647,81.771,80.497,78.620,77.573,77.909,78.692,78.582,77.068,77.130,76.284,74.516,73.636,75.171
49,"                    Personal computers/tablets and peripheral equipment",88.689,89.909,90.988,91.714,90.807,91.157,90.941,91.364,88.056,87.450,89.244,90.069,90.071,89.808,88.042,92.521,93.115,93.235,94.347,94.462,95.555,94.758,93.513,92.622,93.209,93.931,94.740,92.727,91.465,92.669,91.018,90.431,92.090,91.858,89.375,87.248,87.471,88.651,89.227,88.033,87.657,87.817,86.554,85.870,87.321
50,"                    Computer software and accessories",83.878,84.260,83.233,80.031,80.371,78.550,80.761,79.695,75.194,75.736,77.463,78.790,77.872,77.593,78.923,77.430,78.186,76.769,76.396,76.989,74.325,76.751,75.679,76.094,76.289,75.925,75.190,74.156,75.104,76.808,75.362,76.751,77.688,76.061,74.408,73.744,74.114,74.754,74.402,72.784,73.003,71.812,69.880,68.938,70.493
51,"                    Calculators, typewriters, and other information processing equipment",73.842,73.045,72.051,71.319,72.002,69.884,69.325,68.494,68.262,67.149,64.027,62.227,60.663,59.956,59.115,58.932,58.244,57.448,57.809,58.239,58.368,57.023,56.651,56.919,56.360,55.341,53.797,52.239,50.552,49.998,50.458,50.221,48.652,47.005,46.520,46.689,46.535,45.214,44.621,45.091,45.002,45.051,44.512,44.185,43.740
52,"            Sporting equipment, supplies, guns, and ammunition (part of 80)",94.340,95.535,95.056,94.161,93.228,93.185,93.443,94.893,96.039,94.694,95.354,98.434,99.706,100.517,99.362,100.429,99.955,99.303,100.138,101.630,101.243,102.255,101.765,102.471,104.413,106.080,105.991,107.273,107.097,107.251,106.114,106.858,107.795,108.104,107.157,106.907,106.596,106.257,105.842,106.197,105.474,105.177,105.006,104.806,105.149
53,"            Sports and recreational vehicles (79)",107.338,106.438,104.669,104.052,104.150,106.048,108.059,107.916,106.770,108.244,108.659,107.925,108.185,109.919,108.638,109.746,112.279,112.709,112.154,114.690,114.371,116.096,116.796,114.548,117.246,117.051,115.789,116.384,115.614,115.020,115.570,116.451,113.957,116.317,116.235,115.633,118.561,119.087,118.365,117.674,116.391,116.134,116.235,116.625,116.183
54,"                Motorcycles",99.753,99.753,99.753,99.753,99.753,99.753,99.752,99.752,99.751,99.751,99.750,99.749,99.748,99.747,99.747,99.747,99.748,99.749,99.752,99.753,99.753,99.752,99.758,99.770,99.789,99.796,98.134,98.119,95.743,95.744,96.426,96.434,96.088,96.094,93.185,93.182,101.112,101.107,101.105,101.107,101.108,101.109,99.956,99.953,98.913
55,"                Bicycles and accessories",109.163,107.963,105.665,104.809,104.936,107.376,109.994,109.883,108.459,110.304,110.823,109.906,110.254,112.478,110.875,112.310,115.521,116.041,115.272,118.506,118.115,120.359,121.273,118.445,121.855,121.598,120.464,121.247,120.962,120.215,120.748,121.908,118.790,121.826,122.633,121.837,123.202,123.880,122.946,122.079,120.439,120.120,120.557,121.045,120.774
56,"                Pleasure boats, aircraft, and other recreational vehicles",109.315,108.176,105.931,105.126,105.262,107.671,110.207,110.041,108.594,110.452,110.974,110.047,110.377,112.582,110.955,112.365,115.579,116.127,115.415,118.672,118.260,120.445,121.323,118.481,121.904,121.651,120.512,121.283,120.981,120.212,120.719,121.863,118.743,121.787,122.602,121.814,123.187,123.870,122.939,122.043,120.384,120.055,120.523,121.030,120.769
57,"                    Pleasure boats",109.166,107.966,105.667,104.811,104.939,107.379,109.997,109.886,108.462,110.306,110.826,109.909,110.257,112.481,110.878,112.313,115.524,116.044,115.275,118.509,118.118,120.362,121.277,118.448,121.858,121.601,120.467,121.250,120.965,120.218,120.752,121.911,118.793,121.829,122.636,121.840,123.205,123.883,122.949,122.082,120.442,120.123,120.560,121.048,120.777
58,"                    Pleasure aircraft",109.168,107.968,105.669,104.813,104.940,107.381,109.999,109.888,108.464,110.308,110.828,109.910,110.259,112.483,110.880,112.315,115.526,116.046,115.277,118.511,118.120,120.364,121.279,118.450,121.860,121.603,120.469,121.252,120.967,120.220,120.754,121.913,118.795,121.831,122.638,121.842,123.207,123.885,122.951,122.084,120.444,120.125,120.562,121.050,120.779
59,"                    Other recreational vehicles",109.188,107.988,105.689,104.832,104.960,107.401,110.019,109.908,108.484,110.329,110.848,109.931,110.279,112.503,110.901,112.336,115.547,116.067,115.298,118.533,118.142,120.386,121.301,118.472,121.883,121.625,120.491,121.274,120.989,120.243,120.776,121.936,118.817,121.854,122.661,121.865,123.230,123.908,122.974,122.107,120.466,120.147,120.585,121.073,120.801
60,"            Recreational books (part of 90)",99.734,102.715,101.272,99.993,101.600,103.590,102.663,103.233,102.027,104.269,103.206,104.480,104.021,102.723,101.274,102.946,103.184,102.046,102.770,102.752,102.909,102.110,103.432,101.817,102.756,103.956,102.398,103.435,102.995,104.650,102.861,104.141,104.410,102.102,103.454,103.308,102.400,102.860,103.000,104.460,103.949,101.406,102.414,102.250,104.542
61,"            Musical instruments (part of 80)",101.334,102.330,103.471,104.692,103.110,102.633,104.073,103.650,104.430,104.264,103.428,100.934,100.230,100.654,104.368,103.898,105.487,104.380,104.078,106.967,107.054,106.997,106.384,106.856,109.299,110.415,111.294,110.835,110.337,110.220,110.235,110.770,111.305,112.010,113.972,112.747,113.288,115.393,117.451,117.381,118.352,121.510,120.937,120.114,120.154
62,"        Other durable goods",94.734,94.646,93.872,93.564,93.594,93.438,93.125,92.525,92.892,92.790,91.208,91.093,92.242,91.753,92.812,93.667,94.403,93.647,93.730,94.928,93.896,94.173,93.596,94.573,95.573,94.613,94.885,94.497,94.997,95.314,95.066,95.249,96.167,95.585,96.154,97.233,97.728,97.839,97.913,98.288,98.260,98.421,98.001,97.527,96.733
63,"            Jewelry and watches (part of 119)",95.771,96.422,94.855,94.100,92.896,93.498,94.729,95.382,96.746,97.089,95.799,96.465,99.087,97.656,101.408,103.246,104.952,104.001,103.626,105.925,103.001,103.233,101.505,103.640,104.544,101.668,103.773,103.351,103.809,104.729,104.499,105.029,106.626,105.425,106.942,108.795,109.511,110.268,111.146,111.786,110.805,111.262,111.105,110.682,107.184
64,"                Jewelry",93.921,94.548,92.477,91.889,90.299,91.085,92.554,92.761,94.552,94.943,93.619,94.059,97.073,95.439,99.442,101.163,103.573,102.097,101.844,104.718,101.737,102.145,100.443,102.286,103.082,99.459,102.290,101.540,102.231,103.304,102.789,103.458,105.684,104.274,105.945,108.189,108.544,109.047,111.066,111.618,110.166,110.816,110.511,110.252,106.950
65,"                Watches",103.934,104.471,105.747,104.555,105.802,105.227,104.715,107.550,106.593,106.923,105.944,107.795,108.095,107.767,110.323,113.121,111.482,113.386,112.454,111.915,109.365,108.810,107.025,110.683,112.190,113.231,111.541,112.760,111.997,112.157,113.466,113.332,111.762,111.676,112.436,112.318,114.816,116.852,111.976,112.996,114.308,113.789,114.492,113.330,108.872
66,"            Therapeutic appliances and equipment (42)",102.208,102.042,101.958,101.619,102.717,102.778,102.752,102.047,101.494,100.757,97.947,97.807,99.271,99.759,99.520,99.274,100.244,99.383,99.577,100.470,100.920,101.136,101.019,101.555,102.287,102.096,101.961,102.220,103.251,103.912,103.910,104.085,106.245,105.942,105.510,106.925,106.359,106.644,107.351,107.822,109.383,109.766,109.579,110.028,110.553
67,"                Therapeutic medical equipment",102.030,101.743,101.515,100.858,102.328,102.257,102.611,101.401,99.396,97.999,92.815,92.604,95.801,96.182,95.778,95.260,96.404,95.851,95.971,96.838,97.769,98.032,97.598,98.100,99.385,98.899,98.685,99.005,100.962,101.552,102.340,102.691,103.656,103.003,104.736,107.110,106.304,106.557,107.825,108.818,111.348,111.394,111.020,110.915,111.501
68,"                Corrective eyeglasses and contact lenses",102.522,102.480,102.514,102.538,103.071,103.357,103.109,102.965,103.802,103.665,103.121,103.007,102.712,103.255,103.140,103.133,103.919,102.754,103.003,103.910,103.885,104.055,104.249,104.828,105.005,105.136,105.094,105.298,105.383,106.122,105.322,105.325,108.726,108.808,106.133,106.572,106.232,106.538,106.652,106.590,107.155,107.887,107.884,108.907,109.363
69,"            Educational books (96)",96.449,97.242,97.334,98.218,98.225,97.879,98.339,99.384,99.087,99.087,98.859,99.511,99.295,100.570,98.212,99.578,100.247,100.345,100.860,99.745,99.359,99.481,99.055,99.159,101.871,101.417,101.947,101.802,104.005,104.035,104.000,104.331,103.892,104.112,104.268,104.528,104.078,104.102,102.668,102.131,102.673,101.233,100.863,100.745,101.309
