"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars"
"Table 2.4.6U. Real Personal Consumption Expenditures by Type of Product, Chained Dollars"
"Last Revised on: October 27, 2023 - Next Release Date November 30, 2023"
13,"                Used autos",44871,46381,34808,25065,42194,46773,45962,43253,39329,38534,39113,38466,41841,40211,53958,51780,46073,41580,38811,41340,43265,44716,42234,40533,38116,36701,39725,41467,40338,38755,37731,38485,37037,37510,37761,37718,42311,43982,44378,43268,41054,39281,39328,40423,41741
14,"                    Net transactions in used autos",11920,12324,9391,6959,11418,12502,12245,11485,10423,10153,10231,10006,10763,10270,13552,12936,11500,10391,9742,10409,10941,11365,10833,10511,10021,9750,10610,11152,10937,10586,10384,10626,10265,10418,10505,10499,11726,12177,12298,12011,11424,10950,10963,11255,11611
15,"                    Used auto margin",34532,35634,27128,20100,32999,36191,35545,33475,30540,29943,30404,30000,32597,31365,41667,39951,35593,32159,30083,32007,33430,34432,32472,31106,29219,28052,30160,31365,30476,29264,28512,29015,27905,28230,28405,28360,31674,32893,33217,32443,30858,29576,29613,30401,31362
16,"                    Employee reimbursement",-1580,-1600,-1749,-2157,-2261,-1907,-1825,-1710,-1644,-1568,-1525,-1538,-1513,-1417,-1333,-1194,-1092,-1027,-1052,-1116,-1149,-1129,-1112,-1120,-1156,-1131,-1080,-1088,-1109,-1125,-1197,-1186,-1162,-1168,-1179,-1170,-1135,-1141,-1186,-1225,-1267,-1285,-1289,-1272,-1272
17,"                Used light trucks",114209,119812,93296,71363,122766,140201,139808,131243,119673,118065,120711,120895,133591,131687,177236,166930,147451,133104,127293,135924,141704,145430,136233,129859,121742,116507,125102,128133,125277,120692,120432,125512,123809,126600,126636,125235,139106,144692,147827,142557,136210,130342,133654,138530,144356
18,"                    Net transactions in used trucks",76143,80399,63005,48495,83940,96436,96728,91320,83732,83051,85356,85919,95407,94450,127592,120533,106714,96492,92377,98688,102871,105496,98683,93867,87753,83760,89721,91692,89471,86045,85730,89232,87932,89845,89825,88809,98645,102607,104830,101093,96592,92430,94779,98237,102368
19,"                    Used truck margin",38063,39409,30287,22864,38820,43757,43070,39912,35931,35003,35342,34962,38168,37220,49621,46373,40716,36592,34897,37216,38811,39911,37529,35972,33971,32730,35363,36423,35790,34631,34686,36264,35862,36739,36795,36410,40443,42067,42978,41446,39601,37895,38858,40275,41969
20,"            Motor vehicle parts and accessories (58)",82208,82038,71417,67740,84228,90275,89176,90287,89893,88680,88378,89158,91430,90239,102253,101706,99102,98721,96662,95677,94625,95165,94684,94303,95634,94066,94708,94778,93584,93773,92911,93426,93531,92966,91565,92117,93022,94232,91899,93609,95541,96918,98182,97723,99089
21,"                Tires",35935,35757,31439,29933,36117,38950,38267,38448,38689,37285,36862,37462,38321,37529,44057,42653,41307,40932,40472,39775,39391,39988,39281,39662,39244,38404,39104,39401,39495,39363,38910,39248,39768,39483,39670,39768,39803,39929,39361,40041,40643,40969,41097,40752,41820
22,"                Accessories and parts",46319,46321,40032,37867,48113,51345,50913,51824,51219,51355,51461,51656,53062,52653,58212,59007,57742,57730,56146,55852,55187,55140,55355,54606,56345,55617,55558,55332,54048,54368,53960,54138,53725,53444,51879,52328,53189,54259,52508,53536,54858,55902,57031,56916,57219
23,"        Furnishings and durable household equipment",362985,360837,336447,286440,355413,397312,402466,400348,404616,403696,397015,402785,429146,408251,446287,443763,425473,427638,418513,419367,417328,422842,421045,411868,414948,412504,413095,413694,413900,413299,413133,413664,412191,416627,410182,408693,422147,413198,405512,408630,413742,418357,420765,419457,422233
24,"            Furniture and furnishings (parts of 31 and 32)",211983,209831,187246,144620,193420,228525,234273,234946,237872,238549,235591,239279,255850,243040,264281,261488,250613,251660,247612,247927,245639,247586,247440,240228,240629,239586,240316,240320,241146,240887,239357,238520,237637,241297,239065,239084,248536,240679,235741,234983,237156,241463,242656,241348,244199
25,"                Furniture",119617,117271,105052,79227,111181,133287,135457,134188,135512,134997,133166,135236,147819,139001,148330,146165,139152,138292,136200,136924,133448,135672,134759,130383,129198,130815,130659,131065,130842,130759,129193,128507,128459,130862,130380,129153,136777,130333,127919,126355,128011,131537,132289,133318,135436
26,"                Clocks, lamps, lighting fixtures, and other household decorative items",50513,50756,40607,28249,38932,49095,50690,51545,52538,53491,52059,52185,54248,51624,57804,57189,55893,58221,57587,58246,58515,58033,57677,56222,55749,54230,54511,55141,57252,56672,57071,57919,57061,56765,56250,57656,58649,57094,56183,56118,56690,57528,57363,55853,56198
27,"                Carpets and other floor coverings",20641,20804,20370,17024,19756,21416,22072,23568,23525,23545,23641,24670,25152,24153,26662,26427,26045,25429,24978,25163,25274,25233,25412,25026,26133,24058,25181,25509,24204,23085,23724,23294,22630,23653,22364,22719,24217,23670,22839,22810,22671,22286,22416,22966,22795
28,"                Window coverings",21654,21587,21166,19732,23239,24647,26005,25622,26323,26664,26801,27180,28318,28077,31599,31909,29801,30373,29474,28152,29340,29362,30430,29477,30614,31323,30775,29299,29879,31546,30613,30196,30851,31158,31239,30972,29728,30736,29956,31085,31153,31428,31865,30019,30557
29,"            Household appliances (part of 33)",62853,61793,59623,55144,63730,67587,66888,64583,65431,64285,61210,62333,67659,64563,71938,72076,68439,69058,66276,65488,65888,67523,65583,64638,66264,66225,66206,66848,66794,66722,67541,68806,68993,69211,66421,65868,69271,69311,67772,69715,71011,71616,72379,72464,72809
30,"                Major household appliances",55530,54367,52270,48292,55872,59522,58690,56333,56950,55739,52802,53869,58719,56191,62776,62888,59484,59846,57324,56454,56983,58450,56384,55548,57071,57145,57088,57658,57560,57561,58226,59340,59575,59754,57093,56406,59981,60215,58877,60668,61899,62426,63093,63123,63334
31,"                Small electric household appliances",7321,7424,7355,6857,7862,8060,8197,8270,8513,8604,8504,8547,8997,8408,9185,9212,9005,9286,9040,9150,8994,9156,9339,9233,9320,9189,9234,9305,9356,9273,9434,9584,9527,9568,9467,9628,9393,9188,8984,9138,9206,9285,9382,9436,9570
32,"            Glassware, tableware, and household utensils (34)",44885,46002,46089,42237,47811,50657,51799,51234,51767,53008,52393,53217,54976,52045,55822,55731,54605,55648,54939,57012,56129,57703,57749,56910,57511,56266,55622,56126,55971,55855,56074,56390,56378,57445,58204,57680,57587,56881,57163,58958,59851,59378,59504,59701,59604
33,"                Dishes and flatware",22848,23322,23137,21344,24247,25493,26448,25831,26550,27691,26963,27747,28336,26759,28440,28901,28514,28347,28532,30554,29758,30884,31181,30579,30294,29451,28894,29185,29085,29129,29190,29170,28440,29428,30339,30174,29811,29213,29289,30282,30948,30618,30477,30720,30679
34,"                Nonelectric cookware and tableware",22026,22673,22949,20890,23561,25164,25350,25402,25218,25339,25432,25487,26641,25283,27373,26832,26102,27287,26407,26531,26413,26893,26675,26421,27252,26838,26741,26956,26902,26747,26899,27226,27934,28017,27887,27535,27789,27674,27878,28682,28916,28769,29032,28989,28933
35,"            Tools and equipment for house and garden (35)",43458,43491,43772,44354,50461,50821,50089,50400,50362,48979,49269,49408,51841,49659,55040,55186,52740,52264,50934,50629,51129,51516,52058,51820,52140,51808,52233,51682,51255,51088,51350,51079,50320,49973,48255,47812,48220,47701,46450,46791,47569,47604,47892,47671,47342
36,"                Tools, hardware, and supplies",36555,36582,36749,37283,42563,42928,42275,42531,42438,41199,41489,41617,43505,41573,46019,46279,44321,43828,42671,42216,42727,43367,43755,43547,43882,43505,43839,43340,42943,42803,43032,42831,42076,41700,40213,39853,40287,40072,39033,39328,39953,40064,40222,40142,39763
37,"                Outdoor equipment and supplies",6903,6909,7023,7071,7899,7895,7815,7870,7925,7779,7780,7791,8334,8085,9019,8904,8417,8434,8261,8413,8400,8152,8303,8272,8259,8302,8393,8341,8310,8284,8316,8247,8241,8271,8041,7958,7930,7629,7417,7465,7617,7545,7670,7534,7580
38,"        Recreational goods and vehicles",497116,496611,479888,467307,565630,610127,611545,612858,624097,633932,629854,631716,648282,616273,690379,684151,663233,684635,651056,668132,680703,696041,703275,701931,719085,712224,720289,728659,719078,713963,734107,731190,735609,736211,715775,731011,746386,746698,740297,752128,767348,773937,790714,795846,792365
39,"            Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)",319355,319239,316642,311211,344223,374724,385224,394924,406184,414128,409581,403655,421149,405587,444821,442612,432821,455220,433231,444929,449935,461144,457015,455270,474922,469710,483628,496180,493569,485528,501514,499086,498333,502553,492268,505307,518868,519867,521077,533018,538909,547454,566088,572749,566478
40,"                Video and audio equipment",90549,91198,84021,66920,74440,87149,93179,93448,92455,95729,96007,94050,101283,97153,108714,107832,106870,110689,106377,106662,105917,110570,105948,106442,110844,110991,116492,119080,118008,117611,119335,121021,121092,120837,114730,116475,122297,124153,124713,124116,124558,126162,128565,129835,129280
41,"                    Televisions",43030,43490,40136,31750,36198,43289,47133,48030,47375,49260,47924,46684,49974,47719,53759,52448,51282,52623,50405,49376,49193,52745,49918,50750,53246,54022,57293,59324,60049,61060,62605,64318,64499,64362,60995,60777,64591,66911,67315,67424,69590,70332,71505,73757,73634
42,"                    Other video equipment",10310,10133,8592,5322,6230,8321,9298,9304,8966,9381,9205,8714,9312,9143,10488,10373,10353,10754,10492,10342,10044,10914,9653,9823,10294,10371,11129,11421,11209,11109,11379,11268,11354,11558,10587,10739,11671,11872,11455,11320,11783,11758,11513,12034,12012
43,"                    Audio equipment",26132,25561,23730,19507,21711,24649,25851,25927,25613,26223,26454,26291,29097,28537,31454,31428,31781,33198,32141,32698,32837,33577,31573,31614,32463,32460,34373,34522,34179,33057,33957,34385,34606,33475,31959,32974,33748,33522,33448,33351,33595,34599,35850,36401,36047
44,"                    Recording media",13226,14209,13679,12105,12536,13694,14155,13746,13971,14500,15570,15405,16117,14778,16449,16728,16376,17010,16067,16726,16407,16273,17534,17134,17926,17418,17290,17699,16877,17069,16437,16521,16199,16876,16312,16746,17535,17700,18407,18098,16591,16547,16901,15781,15757
45,"                        Audio discs, tapes, vinyl, and permanent digital downloads",2484,3278,2358,1515,952,2017,2558,2392,2751,2738,3049,2788,2864,2730,3274,2892,2990,3485,2902,3328,2759,2687,3524,2924,3203,2863,2546,2963,2994,3112,2771,3156,2794,3539,2584,2843,3312,3640,3979,3793,3068,3070,3542,2565,2861
46,"                        Video discs, tapes, and permanent digital downloads",10703,10883,11288,10561,11551,11642,11568,11323,11191,11729,12476,12584,13217,12008,13126,13803,13342,13456,13120,13336,13611,13549,13932,14174,14667,14522,14733,14692,13834,13908,13618,13330,13350,13304,13676,13850,14170,14011,14375,14255,13476,13429,13325,13149,12846
47,"                Photographic equipment",3520,3323,3228,2884,3246,3563,3732,3799,3799,3897,3839,3745,3915,3730,4144,4132,4024,4123,4003,4082,4031,4174,4055,4041,4180,4147,4255,4345,4240,4236,4159,4172,4196,4249,4119,4040,4252,4234,4184,4222,4273,4254,4443,4576,4449
48,"                Information processing equipment",224897,224471,228532,239264,264212,281978,286472,295616,307673,312298,307655,303791,314003,302804,330012,328689,320118,338426,320991,332145,337864,344311,344767,342587,357579,352360,360779,370567,369136,361636,375793,371867,371032,375292,370976,382265,389906,389221,389973,402159,407463,414399,430208,435376,429913
49,"                    Personal computers/tablets and peripheral equipment",67531,66804,65686,63403,70725,75344,78742,80051,82011,84407,82955,82068,84861,81821,91903,87334,85435,88959,83805,86486,84953,89284,88467,88901,92301,90439,91787,94876,96049,94653,98178,98807,98109,97937,96587,100417,103269,102679,101967,104428,106340,106763,109601,110528,109394
50,"                    Computer software and accessories",156991,157332,162706,176437,194032,207230,208009,216023,226357,228413,225224,222197,229609,221422,238215,242108,235330,250435,238213,246779,254842,256294,257799,254962,266724,263443,270741,277332,274348,268083,278806,273926,273858,278536,275601,282931,287584,287543,289185,299116,302420,309258,322586,326952,322520
51,"                    Calculators, typewriters, and other information processing equipment",462,460,456,392,428,463,477,483,494,507,527,544,577,572,625,629,631,648,626,639,635,662,661,644,663,680,713,741,763,776,794,778,799,840,832,844,862,887,886,880,889,890,907,909,919
52,"            Sporting equipment, supplies, guns, and ammunition (part of 80)",83140,82137,84246,82987,103708,112868,111048,105797,107988,108680,107885,106109,109892,101570,116888,114407,110747,111482,106606,109157,109426,110230,115466,112714,111312,109518,110534,110446,110151,110804,113494,112295,112652,112712,111926,113606,114810,114593,114668,115960,117366,117513,120680,119826,120289
53,"            Sports and recreational vehicles (79)",70231,71166,59168,55262,91500,95469,89472,87854,86535,88418,88264,95440,92470,86221,101294,100652,94343,92566,87283,90064,96059,98803,102988,105220,106686,106522,102006,99239,93960,95207,96799,97293,100870,98142,90539,91033,92713,92419,86694,87153,93042,91824,89780,90781,92036
54,"                Motorcycles",15322,14730,12955,13630,19752,18780,17964,18558,18009,18770,18859,19120,19015,18980,21505,21276,19861,20280,19696,20067,20373,21349,21010,21837,23617,24350,22656,21637,21665,22262,22801,23117,22512,22861,22751,22135,21314,21192,19827,20884,20656,20350,20384,20670,21116
55,"                Bicycles and accessories",4593,4563,4429,3680,5480,6368,5980,5486,6009,5817,5712,5876,6406,5659,6948,6720,6236,5997,5876,5890,5863,5789,6188,6123,5740,5833,5940,5981,5902,5993,6031,5932,6124,6042,5892,6004,5958,5833,5866,5983,6044,5994,6195,6074,6096
56,"                Pleasure boats, aircraft, and other recreational vehicles",50389,51884,41842,38088,66354,70286,65502,63856,62536,63890,63766,70403,67053,61715,72909,72710,68286,66438,61933,64301,69869,71775,75687,77218,77538,76684,73614,71734,66731,67355,68410,68728,72441,69628,62629,63456,65761,65706,61286,60734,66540,65669,63468,64317,65139
57,"                    Pleasure boats",18121,19808,16407,14387,23833,25855,24806,23268,23475,23577,23315,25783,23907,22642,26111,26167,23375,22520,21293,20462,23174,24722,25664,26997,26917,25741,24885,23353,20851,21794,22567,23165,23638,24728,21513,21307,23346,23569,22156,21938,25677,26058,24691,25221,25541
58,"                    Pleasure aircraft",1947,1871,1591,1638,2579,2371,2183,2261,2208,2284,2276,2327,2300,2275,2646,2580,2314,2338,2305,2261,2310,2387,2311,2489,2635,2758,2488,2326,2258,2352,2421,2439,2399,2389,2276,2198,2298,2262,2087,2241,2229,2187,2137,2169,2197
59,"                    Other recreational vehicles",30321,30205,23844,22063,39941,42060,38513,38326,36853,38028,38174,42292,40844,36798,44150,43962,42594,41578,38333,41576,44382,44663,47709,47730,47984,48183,46239,46052,43619,43207,43419,43122,46401,42510,38837,39948,40115,39873,37041,36553,38632,37423,36638,36926,37400
60,"            Recreational books (part of 90)",22162,21844,20699,19823,21627,22703,23354,23432,23618,23103,23888,23999,24032,23411,25629,24916,24855,26998,25641,26144,26119,27050,26835,27220,27023,26946,27453,28116,27818,27592,28533,28371,28558,28982,28276,29001,29192,29447,29606,29165,29587,30448,30263,29496,29097
61,"            Musical instruments (part of 80)",5921,5871,4832,4293,5442,6136,6193,6010,6067,6326,6475,6715,6892,6513,7254,7315,7086,7404,7077,6900,7149,7144,7037,7041,6916,6955,6920,7227,7343,7146,7125,7246,7166,7031,7010,7447,7366,7216,7116,7100,7282,7068,7126,7209,7246
62,"        Other durable goods",219190,216605,176218,125405,163483,206556,225167,232035,237195,238571,240523,245817,246600,243027,267906,263092,264477,273465,267996,266971,271315,278649,282968,271823,269241,277813,282044,284982,276263,279927,281456,281088,278893,278797,273528,270104,279003,274405,270875,272196,274218,274562,276481,277762,281019
63,"            Jewelry and watches (part of 119)",75490,72932,55433,35540,53534,74202,79542,81805,83382,81317,82607,84973,83240,84061,92790,88393,89768,92272,90857,90533,94217,97805,102400,95318,93399,99791,99990,100062,93940,96737,95627,93436,91900,91723,89162,86810,91144,86298,85479,85626,87214,86910,86288,86631,89620
64,"                Jewelry",63377,61273,46928,30513,45710,62785,67040,69263,70362,68675,69802,71865,70026,70849,77756,74303,74831,77435,76113,75392,78585,81364,85158,79580,78208,84086,83619,83936,78837,80937,80285,78462,76721,76814,74568,72363,76123,72395,70944,71101,72722,72356,72019,72248,74624
65,"                Watches",12156,11706,8581,5130,7948,11511,12570,12653,13104,12730,12899,13213,13275,13288,15070,14147,14940,14885,14779,15140,15640,16436,17235,15752,15223,15792,16395,16174,15152,15830,15393,15024,15197,14943,14621,14461,15039,13938,14539,14531,14507,14567,14286,14398,15009
66,"            Therapeutic appliances and equipment (42)",68286,68093,57270,40793,51308,62635,70034,71383,71915,74759,75016,76448,75854,73259,79754,79991,79257,81050,79686,79185,78645,80086,80523,78387,77495,78811,79626,80508,79098,79330,80837,81676,80087,80176,80368,79436,81783,82082,79328,80433,79630,79693,80726,80399,80637
67,"                Therapeutic medical equipment",31326,31853,29390,26492,28769,30889,33892,34559,34568,36002,37785,38100,37311,35967,39111,39277,38007,39255,38838,39211,38563,39407,39906,39291,39820,40057,40666,40725,40119,40251,40472,41382,40799,41240,40645,39701,41274,41926,40656,41120,40277,40509,41255,41333,41446
68,"                Corrective eyeglasses and contact lenses",36975,36259,27915,14398,22602,31777,36160,36830,37335,38737,37335,38411,38566,37310,40658,40730,41196,41764,40833,40000,40083,40687,40640,39145,37780,38834,39054,39854,39055,39157,40427,40368,39365,39026,39787,39799,40581,40233,38748,39386,39433,39256,39539,39130,39256
69,"            Educational books (96)",7615,7764,6176,4279,5035,6272,6546,6445,6503,6505,6805,6990,6923,6667,7440,7216,7463,8397,8140,8023,8027,8223,8172,8185,7465,7883,7829,8378,7829,7926,8015,8085,8154,8037,7956,8195,8123,8285,8542,8403,8394,8525,8407,7870,7856
70,"            Luggage and similar personal items (part of 119)",31819,31920,24022,17968,23735,28868,31650,34199,36966,35860,34909,35366,35873,35226,38994,38416,38709,40567,39244,39330,40546,40044,40291,39507,39419,38734,39696,39609,38955,38816,39607,40218,40194,39344,38166,38068,37990,37325,37436,37579,38145,38343,39300,40560,39944
71,"            Telephone and related communication equipment",36420,36340,34969,28963,31199,35533,37949,38659,38759,40904,42296,43121,47330,46224,51982,52887,52962,55170,53858,53679,52957,56560,54235,53732,55957,56874,60567,63146,64740,65499,65686,66375,68752,71026,68579,68745,72221,74696,74700,74549,75580,76152,77213,78044,78825
72,"    Nondurable goods",2973584,2981931,3101488,2728012,2955834,3075672,3111803,3096259,3160315,3140239,3126415,3143296,3196111,3129876,3312676,3322145,3298200,3357374,3310389,3348206,3346537,3360088,3361567,3347189,3340724,3325916,3333554,3337057,3335743,3327330,3301685,3317692,3339747,3335845,3319758,3315520,3328780,3338581,3316023,3332336,3332383,3341619,3362503,3359064,3365427
73,"        Food and beverages purchased for off-premises consumption",1071104,1071778,1278583,1119473,1148657,1136846,1154601,1138288,1144219,1137348,1145823,1142142,1177225,1161250,1192203,1199054,1191229,1194905,1182561,1205014,1195285,1198855,1194981,1193473,1198002,1182294,1177287,1174771,1170497,1169111,1158427,1157797,1160144,1159845,1156655,1148459,1147332,1148666,1141324,1146279,1148947,1150410,1155179,1153377,1154872
74,"            Food and nonalcoholic beverages purchased for off-premises consumption (4)",908119,908949,1089344,944735,962997,950895,967266,950555,957527,953110,960907,957748,986894,973600,999434,1006153,1000880,1003316,995763,1014654,1005273,1006724,1000723,999033,1002198,987241,982697,980338,975942,973759,963666,962969,963906,963183,961830,955290,952415,954785,948565,951773,953968,955770,959252,958467,959980
75,"                Food purchased for off-premises consumption",805119,805460,972985,847490,862256,849824,863879,848447,853741,848825,856384,853951,878635,866989,888183,893369,888002,891035,883303,901685,893645,893991,888030,886989,888771,875354,870507,869020,865509,863171,855003,854437,855141,855134,854364,848266,845136,847739,843364,846151,848970,850217,853453,851859,852929
76,"                    Cereals and bakery products",144395,144172,172050,150352,155365,153197,154738,152919,152909,152219,154261,154644,159630,156920,161702,162470,161855,163857,161923,165950,164299,164632,164449,164291,164371,161768,160694,160298,159404,157960,155471,154643,154701,154367,152820,152239,150600,150811,148637,148925,149722,149844,150584,150374,151149
77,"                        Cereals",54539,54920,66500,60253,61593,60959,61950,61462,60835,60532,61087,60619,62032,61052,63025,63407,62465,63279,62111,63856,63661,63649,63203,62832,63471,62266,61629,61243,61066,60343,59711,59495,59494,59314,58786,58754,58064,58436,57774,57948,58527,58474,58864,59094,59303
78,"                        Bakery products",89912,89322,105660,90262,93917,92384,92950,91628,92223,91834,93313,94147,97707,95977,98793,99185,99482,100674,99889,102181,100743,101080,101329,101533,100994,99588,99144,99128,98415,97689,95840,95231,95289,95133,94115,93572,92620,92469,90963,91080,91310,91481,91835,91410,91972
79,"                    Meats and poultry",174700,175093,218371,186252,182472,175832,183313,181324,182879,181938,183426,182926,186472,185168,187588,187818,185154,182774,180324,183353,181354,180058,178045,179356,181009,178508,178103,177304,176964,177928,177733,178503,178650,180297,181390,180510,180528,180644,180082,180079,180461,180248,180177,178694,178024
80,"                        Beef and veal",46380,46673,58670,50344,46664,44023,48093,48874,49365,48906,48970,48693,49197,48470,48972,49201,47523,45701,45409,46026,44610,43960,43489,44596,45585,45132,45441,46256,46913,47883,48126,48450,48808,49400,49647,49221,48649,48542,48426,48223,47974,47741,46904,46392,46275
81,"                        Pork",35487,35496,44732,38618,38756,37190,38544,37888,38335,37765,37997,37383,37979,37335,37953,37496,37294,36459,35983,36479,36124,35677,34940,35269,35756,35444,35407,35492,35828,36492,36654,36864,36629,37138,37335,37183,37138,37036,37235,37650,38125,38839,39069,38253,37778
82,"                        Other meats",34116,33847,41766,35390,35222,33711,34035,33349,34151,34479,35205,35453,36847,37025,38079,38715,39336,39963,39473,40831,40113,40092,39550,39046,38799,38162,37833,37366,37168,36871,36779,36983,36961,36502,36451,36126,36772,36943,36431,36654,36634,36499,36509,36853,36764
83,"                        Poultry",58748,59094,73163,61810,61940,61153,62638,61143,60968,60742,61230,61396,62488,62424,62679,62508,61191,61019,59796,60420,61005,60895,60642,60870,61194,60051,59642,58303,57125,56733,56238,56279,56319,57301,57993,58011,58004,58158,58028,57607,57802,57293,57856,57340,57331
84,"                    Fish and seafood",15906,16087,20210,17216,18147,18243,18363,17950,17995,17754,17788,17728,18065,18039,18282,18525,18273,18208,17719,18160,17899,17839,17881,17717,17627,17386,17479,17534,17502,17379,17444,17799,17753,17817,17762,17687,17674,17440,17422,17622,17983,17742,17911,17684,17965
85,"                    Milk, dairy products, and eggs",89410,88704,109100,93096,95199,95092,96465,93081,93642,93232,93809,92679,95790,94696,96807,97797,98126,98893,98568,101002,100124,100422,100443,99706,99387,97527,96986,94863,93354,92967,91246,91027,91781,90838,90429,88524,87677,88719,89973,90828,93500,94756,95598,96120,96264
86,"                        Fresh milk",22949,22940,28355,24938,25576,25524,25471,23906,23864,24091,24105,23463,24466,24398,24929,24908,24574,24612,24317,25061,24889,24916,24720,24444,24441,23745,23633,23390,23231,23249,23186,23226,23464,23498,23414,23321,23413,23468,23546,24057,24244,24296,24606,24603,24365
87,"                        Processed dairy products",53596,52882,65018,56201,56284,55707,56547,54787,55492,55150,55804,55505,57255,56885,58522,59462,59818,60445,60520,62091,61795,61989,61935,61896,61690,60832,60527,59847,58971,58463,57264,57263,57193,57383,57283,56831,56917,56994,56793,56927,57466,57678,57842,58030,58496
